policy_id,country_iso,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,impact_indicators,last_update,requested_country,combined_text,resilience,matching_metadata
211000182,SAU,Ambient Air Standards Saudi Arabia (2012),Ambient Air Standards,Country,,Saudi Arabia,,,Sectoral standards,"Electricity and heat, Industry","“Ambient Air Standard 2012 was published and made mandatory on March 24, 2012. The Standard relates specifically to the ambient air quality in Saudi Arabia. The Standard prescribes limit values for ambient air quality parameters and establishes the responsibilities of the Presidency of Metrology and Environment (PME) with regard to managing ambient air quality in the kingdom.” “It introduces new limits for companies that are required to manage their emissions. However, if the company performs one of the exempted activities, the limits stated by this Standard would not apply. The Standard exempts from limitations dispersion zones (which are authorized by the PME), indoor air, and natural events.” (http://ehsjournal.org/http:/ehsjournal.org/sanaa-chakibi/saudi-arabia-9-new-environmental-laws/2013/)
The standards of 2004 can be found in the sources below.","Energy efficiency, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2012.0,,,Unknown,Air pollution,https://www.unep.org/resources/policy-and-strategy/air-quality-policies-saudi-arabia,,,SAU,"“Ambient Air Standard 2012 was published and made mandatory on March 24, 2012. The Standard relates specifically to the ambient air quality in Saudi Arabia. The Standard prescribes limit values for ambient air quality parameters and establishes the responsibilities of the Presidency of Metrology and Environment (PME) with regard to managing ambient air quality in the kingdom.” “It introduces new limits for companies that are required to manage their emissions. However, if the company performs one of the exempted activities, the limits stated by this Standard would not apply. The Standard exempts from limitations dispersion zones (which are authorized by the PME), indoor air, and natural events.” (http://ehsjournal.org/http:/ehsjournal.org/sanaa-chakibi/saudi-arabia-9-new-environmental-laws/2013/)
The standards of 2004 can be found in the sources below. Air pollution",0,
211000184,CAN,Amendment 10 to the Energy efficiency Regulations: MEPS Canada (2008),Amendment 10 to the Energy efficiency Regulations: MEPS,Country,,Canada,,,Building codes and standards,"Buildings, Appliances, Heating and cooling, Construction",,Energy efficiency,,In force,2008.0,,,Unknown,Mitigation,https://natural-resources.canada.ca/energy-efficiency/energy-efficiency-regulations/regulatory-announcements/amendment-10/6961,,,CAN, Mitigation,0,
211000185,CAN,Amendment 11 to the Energy efficiency Regulations Canada (2012),Amendment 11 to the Energy efficiency Regulations,Country,,Canada,,,"Codes and standards, Product standards","Buildings, Appliances, Hot water and cooking",,Energy efficiency,,In force,2012.0,,,Unknown,Mitigation,https://natural-resources.canada.ca/energy-efficiency/energy-efficiency-regulations/regulatory-announcements/amendment-11/6967,,,CAN, Mitigation,0,
211000187,CAN,Amendment 12B to the Energy efficiency Regulations Canada (2013),Amendment 12B to the Energy efficiency Regulations,Country,,Canada,,,Product standards,"Buildings, Appliances",Target: zero incandescent light bulbs (sold) after 2013,Energy efficiency,,In force,2013.0,2013.0,,High,Mitigation,https://www.nrcan.gc.ca/energy-efficiency/energy-efficiency-regulations/regulatory-announcements/amendment-12b/12342,,"<time datetime=""2026-03-30T12:00:00Z"">30/03/2026</time>
",CAN,Target: zero incandescent light bulbs (sold) after 2013 Mitigation,0,
211000190,DEU,Amendment of the Renewable Energy Sources Act (EEG Germany (2017),Amendment of the Renewable Energy Sources Act (EEG,Country,,Germany,,,"Tendering schemes, Regulatory Instruments","Electricity and heat, Renewables","The reform introduces public tender procedures for onshore wind, offshore wind, solar and biomass projects in country’s efforts to shift from FIT support renewable energy deployment to market orientated price finding mechanism. For more detail, see reference below. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,4,In force,2017.0,,,High,Mitigation,https://www.iea.org/policies/6125-2017-amendment-of-the-renewable-energy-sources-act-eeg-2017?country=Germany&amp;qs=ger,,,DEU,"The reform introduces public tender procedures for onshore wind, offshore wind, solar and biomass projects in country’s efforts to shift from FIT support renewable energy deployment to market orientated price finding mechanism. For more detail, see reference below. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020] Mitigation",0,
211000191,TUR,Amendment on Energy Efficiency Law Turkey (2019),Amendment on Energy Efficiency Law,Country,,Turkey,,,Negotiated agreements (public-private sector),Industry,"Voluntary Agreements (VA) were implemented to motivate companies to achieve a minimum of 10% decrease in energy intensity over a three year period. The target group is industry companies with a minimum of 500 toe of annual energy consumption. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2019.0,,,Unknown,Mitigation,https://www.iea.org/policies/7966-amendment-on-energy-efficiency-law?country=Turkey&amp;qs=turkey,,,TUR,"Voluntary Agreements (VA) were implemented to motivate companies to achieve a minimum of 10% decrease in energy intensity over a three year period. The target group is industry companies with a minimum of 500 toe of annual energy consumption. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020] Mitigation",0,
211000199,USA,Appliance and Equipment Energy efficiency Standards United States of America (1988),Appliance and Equipment Energy efficiency Standards,Country,,United States of America,,,Codes and standards,Industry,Appliances,Energy efficiency,,In force,1988.0,,,Unknown,Mitigation,https://www.aceee.org/sites/default/files/pdf/fact-sheet/applstnd.pdf,,,USA,Appliances Mitigation,0,
211000200,USA,Appliance and Equipment Energy efficiency Standards United States of America (2006),Appliance and Equipment Energy efficiency Standards,Country,,United States of America,,,Codes and standards,"Buildings, Appliances",,Energy efficiency,,In force,2006.0,,,Unknown,Mitigation,http://www.eere.energy.gov/buildings/appliance_standards/,,,USA, Mitigation,0,
211000203,CHN,Approval on the establishment of non-food biomass feedstock Standardization Technical Committee China (2012),Approval on the establishment of non-food biomass feedstock Standardization Technical Committee,Country,,China,,,Institutional creation,"Industry, Transport",,Renewables,,In force,2012.0,,,Unknown,Mitigation,https://www.iea.org/policies/5294-approval-on-the-establishment-of-non-food-biomass-feedstock-standardization-technical-committee?country=People%27s%20Republic%20Of%20China&amp;page=5&amp;qs=china,,,CHN, Mitigation,0,
211000204,ARG,Renewable Energy Auctions - RenovAr Program Argentina (2016),Renewable Energy Auctions - RenovAr Program,Country,,Argentina,,,"Economic instruments, Tendering schemes","Electricity and heat, Renewables","The renewable energy auction programme of Argentina (RenovAr) was set in motion with Resolution No. 136/2016, which: Launches an auction process so that bidders can apply to the first round of RenovAr program, approves the bidding terms and conditions of the auction, and approves the Power Purchase Agreements (PPA) for renewable electricity. The resolution builds upon the framework defined by Decree 531 and Law 27.191. The first round in 2016 had a total capacity of 6,346 MW comprising of wind (3,469 MW), and solar (2,813 MW). Winning projects received contracts for period of 20 years. The selected projects must be completed in a timeframe of two years. The second round of auctions (called RenovAr 1.5) in mid-November 2016 brought an additional 400 MW of wind and 200 MW of solar PV capacity, and was followed by new rounds in 2017 and 2018. 
The third round called &quot;MiniRen&quot; for renewable power capacity procurement was opened in 2018 with 400MW renewable capacity for competition and in 2019 the results showed that 259 MW were awarded long-term power purchase agreements (PPAs).",Renewables,,In force,2016.0,,,Unknown,Mitigation,"https://www.iea.org/policies/6130-argentina-renewable-energy-auctions-renovar-program-round-1
https://www.iea.org/policies/6562-argentina-renewable-energy-auctions-renovar-program-round-3-miniren-round",,,ARG,"The renewable energy auction programme of Argentina (RenovAr) was set in motion with Resolution No. 136/2016, which: Launches an auction process so that bidders can apply to the first round of RenovAr program, approves the bidding terms and conditions of the auction, and approves the Power Purchase Agreements (PPA) for renewable electricity. The resolution builds upon the framework defined by Decree 531 and Law 27.191. The first round in 2016 had a total capacity of 6,346 MW comprising of wind (3,469 MW), and solar (2,813 MW). Winning projects received contracts for period of 20 years. The selected projects must be completed in a timeframe of two years. The second round of auctions (called RenovAr 1.5) in mid-November 2016 brought an additional 400 MW of wind and 200 MW of solar PV capacity, and was followed by new rounds in 2017 and 2018. 
The third round called &quot;MiniRen&quot; for renewable power capacity procurement was opened in 2018 with 400MW renewable capacity for competition and in 2019 the results showed that 259 MW were awarded long-term power purchase agreements (PPAs). Mitigation",0,
211000209,CAN,Asia-Pacific Partnership on Clean Development and Climate Canada (2007),Asia-Pacific Partnership on Clean Development and Climate,Country,,Canada,,,"Technology deployment and diffusion, Technology development",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2007.0,,,Unknown,Mitigation,http://www.asiapacificpartnership.org/,,,CAN, Mitigation,0,
211000211,JPN,Assessment and Review of the Climate Change Policy Program (Interim Report) Japan (2004),Assessment and Review of the Climate Change Policy Program (Interim Report),Country,,Japan,,,Policy support,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2004.0,,,Unknown,Mitigation,http://www.env.go.jp/en/,,,JPN, Mitigation,0,
211000214,ZAF,Atmospheric Pollution Prevention Act South Africa (1965),Atmospheric Pollution Prevention Act,Country,,South Africa,,,"Institutional creation, Codes and standards",General,,Non-energy use,,In force,1965.0,,,Unknown,Air pollution,http://www.iea-coal.org.uk/documents/82617/9443/South%20Africa,,,ZAF, Air pollution,0,
211000215,USA,Atomic Energy Act United States of America (1954),Atomic Energy Act,Country,,United States of America,,,Regulatory Instruments,"Electricity and heat, Nuclear",,Other low-carbon technologies and fuel switch,,In force,1954.0,,,Unknown,Mitigation,http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0980/v1/,,,USA, Mitigation,0,
211000216,IND,Auction of Solar Corporation (SECI) India (2017),Auction of Solar Corporation (SECI),Country,,India,,,Feed-in tariffs or premiums,"Electricity and heat, Renewables","In the 500 MW Bhadla Phase-III Solar Park auction, Acme Solar lodged the winning bid of INR 2.44 (USD 0.037)/kWh to develop 200 MW, while SBG Cleantech quoted INR 2.45 (USD 0.038)/kWh to bag an order for 300 MW. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,In force,2017.0,,,Unknown,Mitigation,https://www.iea.org/policies/6373-auction-of-solar-corporation-of-india-seci?country=India&amp;qs=india,,,IND,"In the 500 MW Bhadla Phase-III Solar Park auction, Acme Solar lodged the winning bid of INR 2.44 (USD 0.037)/kWh to develop 200 MW, while SBG Cleantech quoted INR 2.45 (USD 0.038)/kWh to bag an order for 300 MW. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020] Mitigation",0,
211000218,AUS,Solar Cooling Standard Australia (2019),Solar Cooling Standard,Country,,Australia,,,Product standards,"Buildings, Appliances","Standards Australia’s Committee CS-028 on Solar Water Heaters published its first standard on solar air conditioning, named AS 5389. It contains a methodology to calculate the cooling or heating loads of buildings under a variety of climatic conditions. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2019.0,,,Unknown,Mitigation,https://www.iea.org/policies/6571-australia-solar-cooling-standard?country=Australia&amp;qs=australia,,,AUS,"Standards Australia’s Committee CS-028 on Solar Water Heaters published its first standard on solar air conditioning, named AS 5389. It contains a methodology to calculate the cooling or heating loads of buildings under a variety of climatic conditions. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020] Mitigation",0,
211000227,AUS,Renewable Energy Agency (ARENA) Australia (2012),Renewable Energy Agency (ARENA),Country,,Australia,,,"Institutional creation, Research &amp; Development and Deployment (RD&amp;D), Demonstration project, Technology deployment and diffusion","Electricity and heat, Transport",,Renewables,,In force,2012.0,,,Unknown,Mitigation,http://www.arena.gov.au,,,AUS, Mitigation,0,
211000232,CAN,Automotive diesel fuel containing low levels of biodiesel (B1-B5) CAN/CGSB-3.520 Canada (2011),Automotive diesel fuel containing low levels of biodiesel (B1-B5) CAN/CGSB-3.520,Country,,Canada,,,Codes and standards,Transport,This policy concerns fuel containing between 1.0 to 5% biodiesel component. The standards are both environmental (concerning emissions) and operational (affecting energy efficiency).,Renewables,,In force,2011.0,,,Unknown,"Mitigation, Air pollution","http://transportpolicy.net/index.php?title=Canada:_Fuels:_Biodiesel
http://www.scc.ca/en/standardsdb/standards/26268",,,CAN,"This policy concerns fuel containing between 1.0 to 5% biodiesel component. The standards are both environmental (concerning emissions) and operational (affecting energy efficiency). Mitigation, Air pollution",0,
211000234,FRA,Aviation Industry Greenhouse Gas Emissions Agreement France (2008),Aviation Industry Greenhouse Gas Emissions Agreement,Country,,France,,,"Negotiated agreements (public-private sector), Other mandatory requirements, Target","Transport, Air",,Energy efficiency,,In force,2008.0,,,Unknown,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/813343/international-aviation-paris-agreement.pdf,,,FRA, Mitigation,0,
211000235,USA,"Aviation Low Emissions, Fuel Efficiency, and Renewable Fuels Measures United States of America (2012)","Aviation Low Emissions, Fuel Efficiency, and Renewable Fuels Measures",Country,,United States of America,,,"Information and education, Research &amp; Development and Deployment (RD&amp;D)","Transport, Air",,"Renewables, Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2012.0,,,Unknown,Mitigation,https://www.sciencedirect.com/science/article/abs/pii/S095965262400920X,,,USA, Mitigation,0,
211000236,DEU,BAFA On-site Consultation Germany (1998),BAFA On-site Consultation,Country,,Germany,,,"Information provision, Auditing","Industry, Buildings",,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,In force,1998.0,,,Unknown,Mitigation,http://www.bafa.de/bafa/de/energie/energiesparberatung/index.html,,,DEU, Mitigation,0,
211000237,IND,Bachat Lamp Yojana (BLY) Lighting Programme India (2009),Bachat Lamp Yojana (BLY) Lighting Programme,Country,,India,,,"Direct investment, Public voluntary schemes","Buildings, Appliances",,Energy efficiency,,In force,2009.0,,,Unknown,Mitigation,https://www.gktoday.in/gk/bachat-lamp-yojna/,,,IND, Mitigation,0,
211000238,CAN,BOMA BESt (Building Environmental Standards) Canada (2012),BOMA BESt (Building Environmental Standards),Country,,Canada,,,"Performance label, Auditing","Buildings, Heating and cooling, Hot water and cooking, Appliances",,Energy efficiency,,In force,2012.0,,,Unknown,Mitigation,https://www.boma.bc.ca/media/14854/BOMA-BESt-V2-Application-Guide-FULL1.pdf,,,CAN, Mitigation,0,
211000239,FRA,BPI Innovation for SMEs - support for R&amp;D France (2007),BPI Innovation for SMEs - support for R&amp;D,Country,,France,,,"Grants and subsidies, Loans, Research &amp; Development and Deployment (RD&amp;D)","Buildings, Electricity and heat, Industry, Transport","Established in 2005, OSEO is a French public organisation that funds and advises small- and medium-sized enterprises (SMEs). This programme aims at promoting R&amp;D, with grants ranging from EUR 40 to 400 thousand over six years. It can also offer loan guarantees cover 60% of a loan taken for research, development and/or deployment activities. In 2007, OSEO supported 208 projects in the field of Energy for a total of EUR 27.4 million. These included use of technology for improved energy consumption monitoring, high-efficiency construction materials, and a variety of renewable energy projects. OSEO also supported 164 projects for a total amount of EUR 16.47 million in the ground transport sector. Several projects involved reduced CO2 use, hybrid vehicles, and new petrol injection techniques to reduce consumption. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,In force,2007.0,,,Unknown,Mitigation,https://www.iea.org/policies/136-bpi-france-innovation-for-smes-support-for-rd?country=France&amp;qs=fra,,,FRA,"Established in 2005, OSEO is a French public organisation that funds and advises small- and medium-sized enterprises (SMEs). This programme aims at promoting R&amp;D, with grants ranging from EUR 40 to 400 thousand over six years. It can also offer loan guarantees cover 60% of a loan taken for research, development and/or deployment activities. In 2007, OSEO supported 208 projects in the field of Energy for a total of EUR 27.4 million. These included use of technology for improved energy consumption monitoring, high-efficiency construction materials, and a variety of renewable energy projects. OSEO also supported 164 projects for a total amount of EUR 16.47 million in the ground transport sector. Several projects involved reduced CO2 use, hybrid vehicles, and new petrol injection techniques to reduce consumption. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020] Mitigation",1,Monitoring (Investment Type)
211000240,IND,BEE Star Rating for Buildings India (2009),BEE Star Rating for Buildings,Country,,India,,,"Information provision, Performance label",Buildings,http://www.mnre.gov.in/file-manager/akshay-urja/march-april-2011/EN/BEE%20Star%20rating%20for%20buildings.pdf,Energy efficiency,,In force,2009.0,,,Unknown,Mitigation,https://beeindia.gov.in/sites/default/files/BEE%20Star%20Rating%20for%20existing%20Office%20Buildings.pdf,,,IND,http://www.mnre.gov.in/file-manager/akshay-urja/march-april-2011/EN/BEE%20Star%20rating%20for%20buildings.pdf Mitigation,0,
211000242,BRA,Efficient lighting policy Brazil (2010),Efficient lighting policy,Country,,Brazil,,,"Regulatory Instruments, Other mandatory requirements, Product standards","Buildings, Appliances","Ban on incandescent light bulbs started in 2016, so incandescents are being replaced by CFLs mostly, but also slowly but increasingly by LEDs.
Target
- No energy use from incandescent light bulbs starting in 2016",Energy efficiency,,In force,2010.0,2010.0,,High,Mitigation,http://www.mctic.gov.br/mctic/opencms/legislacao/portarias_interministeriais/migracao/Portaria_Interministerial_MMEMCTMDIC_n_1007_de_31122010.html,,,BRA,"Ban on incandescent light bulbs started in 2016, so incandescents are being replaced by CFLs mostly, but also slowly but increasingly by LEDs.
Target
- No energy use from incandescent light bulbs starting in 2016 Mitigation",0,
211000243,JPN,Basic Environmental Law Japan (1993),Basic Environmental Law,Country,,Japan,,,Strategic planning,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,1993.0,,,Unknown,"Mitigation, Air pollution",http://www.iea-coal.org.uk/documents/82549/9446/Japan,,,JPN," Mitigation, Air pollution",0,
211000246,TUR,Bep-TR Regulations and rating of energy performance in buildings Turkey (2010),Bep-TR Regulations and rating of energy performance in buildings,Country,,Turkey,,,"Codes and standards, Performance label","Buildings, Hot water and cooking, Appliances, Heating and cooling",,Energy efficiency,,In force,2010.0,,,High,Mitigation,https://www.unece.org/fileadmin/DAM/hlm/Meetings/2018/05_14/Documents/Annex_II._Countries_information__sheets-FINAL.pdf,,,TUR, Mitigation,0,
211000250,USA,Better Buildings Accelerators United States of America (2013),Better Buildings Accelerators,Country,,United States of America,,,Technology deployment and diffusion,Buildings,"Better Buildings Accelerators are designed to demonstrate specific innovative policies and approaches, which will accelerate investment in energy efficiency upon successful demonstration. Initiated under President Obama&#039;s Climate Action Plan in 2013, each Accelerator is a targeted, short term, partner-focused activity designed to address persistent barriers that stand in the way of greater efficiency. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2013.0,,,Unknown,Mitigation,https://www.iea.org/policies/479-better-buildings-accelerators?country=United%20States&amp;page=3,,,USA,"Better Buildings Accelerators are designed to demonstrate specific innovative policies and approaches, which will accelerate investment in energy efficiency upon successful demonstration. Initiated under President Obama&#039;s Climate Action Plan in 2013, each Accelerator is a targeted, short term, partner-focused activity designed to address persistent barriers that stand in the way of greater efficiency. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020] Mitigation",0,
211000252,IND,Bharat Stage (BS) VI Emission Standards India (2020),Bharat Stage (BS) VI Emission Standards,Country,,India,,,Vehicle fuel-economy and emissions standards,"Transport, Heavy-duty vehicles, Light-duty vehicles","In 2016, the government published Bharat Stage (BS) VI emission standards for motor vehicles, effective in April 2020. Bypassing Stage V allowed India to get largely aligned with the Euro 6 standards implemented in the European Union. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,4,In force,2020.0,,,High,Mitigation,https://theicct.org/sites/default/files/publications/India%20BS%20VI%20Policy%20Update%20vF.pdf,,,IND,"In 2016, the government published Bharat Stage (BS) VI emission standards for motor vehicles, effective in April 2020. Bypassing Stage V allowed India to get largely aligned with the Euro 6 standards implemented in the European Union. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020] Mitigation",0,
211000254,AUS,Bilateral Climate Action Partnerships (CAP) Australia (2002),Bilateral Climate Action Partnerships (CAP),Country,,Australia,,,"Public voluntary schemes, Policy support",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2002.0,,,Unknown,Mitigation,https://www.aph.gov.au/parliamentary_business/committees/senate/environment_and_communications/completed_inquiries/2002-04/kyoto/report/e04,,,AUS, Mitigation,0,
211000255,USA,Bilateral Climate and Energy Partnerships United States of America (2001),Bilateral Climate and Energy Partnerships,Country,,United States of America,,,"Information and education, Information provision, Policy support, Strategic planning, Regulatory Instruments, Monitoring, Voluntary approaches, Public voluntary schemes","Electricity and heat, CCS, Industry, Industrial energy related",,"Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2001.0,,,Unknown,Mitigation,https://2001-2009.state.gov/g/oes/climate/c22820.htm,,,USA, Mitigation,0,
211000256,DEU,Bio-Energy Ordinance under the Renewable Energy Act Germany (2001),Bio-Energy Ordinance under the Renewable Energy Act,Country,,Germany,,,"Regulatory Instruments, Product standards","Electricity and heat, Industry",,Renewables,,In force,2001.0,,,Unknown,Mitigation,https://www.iea.org/policies/3858-renewable-energy-sources-act-erneuerbare-energien-gesetz-eeg,,,DEU, Mitigation,0,
211000259,GBR,Bio-energy Infrastructure Scheme United Kingdom (2004),Bio-energy Infrastructure Scheme,Country,,United Kingdom,,,"Fiscal or financial incentives, Infrastructure investments","Electricity and heat, Renewables",,Renewables,,In force,2004.0,,,Unknown,Mitigation,https://www.iea.org/policies/4003-bio-energy-infrastructure-scheme,,,GBR, Mitigation,0,
211000260,USA,BioPreferred Program United States of America (2002),BioPreferred Program,Country,,United States of America,,,"Procurement rules, Direct investment",Agriculture and forestry,,Non-energy use,,In force,2002.0,,,Unknown,Mitigation,http://www.da.usda.gov/energyandenvironment/greenpurchasing/index.html,,,USA, Mitigation,0,
211000261,USA,Biodiesel specifications United States of America (2002),Biodiesel specifications,Country,,United States of America,,,Sectoral standards,"Transport, Electricity and heat, Renewables",,Other low-carbon technologies and fuel switch,,In force,2002.0,,,Unknown,"Mitigation, Air pollution",http://transportpolicy.net/index.php?title=US:_Fuels:_Biodiesel_specifications,,,USA," Mitigation, Air pollution",0,
211000262,ARG,Decree 1396/2001 on Biodisel Competitiveness Plan Argentina (2001),Decree 1396/2001 on Biodisel Competitiveness Plan,Country,,Argentina,,,Tax relief,Transport,"The Biodiesel Competitiveness Plan was established through Decree PEN 1.396/2001 to support biofuels and to encourage regions to offer incentives such as tax exemptions for producers, storage and sales operaters of biofuels.
This plan was reinforced and expanded through Law 26.093 on Biofuels Promotion.",Renewables,,In force,2001.0,,,Unknown,Mitigation,https://www.ecolex.org/details/legislation/decreto-no-13962001-plan-de-competitividad-para-el-combustible-biodiesel-lex-faoc077660/,,,ARG,"The Biodiesel Competitiveness Plan was established through Decree PEN 1.396/2001 to support biofuels and to encourage regions to offer incentives such as tax exemptions for producers, storage and sales operaters of biofuels.
This plan was reinforced and expanded through Law 26.093 on Biofuels Promotion. Mitigation",0,
211000264,USA,Bioenergy Research Centers (BRCs) United States of America (2007),Bioenergy Research Centers (BRCs),Country,,United States of America,,,"Research &amp; Development and Deployment (RD&amp;D), Research programme, Technology development","Transport, Electricity and heat, Renewables",,"Renewables, Other low-carbon technologies and fuel switch",,In force,2007.0,,,Unknown,Mitigation,https://genomicscience.energy.gov/brcs-legacy/,,,USA, Mitigation,0,
211000270,IDN,Biofuel Price Subsidy Indonesia (2010),Biofuel Price Subsidy,Country,,Indonesia,,,"Grants and subsidies, Other mandatory requirements",Transport,,Renewables,,In force,2010.0,2010.0,,Unknown,Mitigation,"http://unfccc.int/resource/docs/natc/indonc2.pdf
https://biofuels-news.com/news/indonesia-biofuels-initiatives/",,"<time datetime=""2023-02-07T12:00:00Z"">07/02/2023</time>
",IDN, Mitigation,0,
211000271,IND,Biofuel Purchase Policy India (2006),Biofuel Purchase Policy,Country,,India,,,Obligation schemes,Transport,This policy did not have any impressive results as the purchase price set by government was much lower than the production costs of biodiesel.,Renewables,,In force,2006.0,2006.0,,Unknown,Mitigation,http://www.teriin.org/policybrief/docs/biofuel.pdf,,,IND,This policy did not have any impressive results as the purchase price set by government was much lower than the production costs of biodiesel. Mitigation,0,
211000272,FRA,Biofuel R&amp;D Programme France (2003),Biofuel R&amp;D Programme,Country,,France,,,"Research programme, Technology development","Electricity and heat, Renewables, Transport",,Renewables,,In force,2003.0,,,Unknown,Mitigation,https://www.iea.org/policies/3940-biofuel-rd-programme?country=France&amp;page=3&amp;qs=franc,,,FRA, Mitigation,0,
211000273,USA,Biofuel Regional Feedstock Partnerships United States of America (2009),Biofuel Regional Feedstock Partnerships,Country,,United States of America,,,Technology development,"Electricity and heat, Transport, Agriculture and forestry, Renewables",,"Renewables, Other low-carbon technologies and fuel switch",,In force,2009.0,,,Unknown,Mitigation,https://www.energy.gov/eere/bioenergy/downloads/regional-feedstock-partnership-report,,,USA, Mitigation,0,
211000275,USA,Biofuel Tax Credits United States United States of America (2012),Biofuel Tax Credits United States,Country,,United States of America,,,Tax relief,"Electricity and heat, Renewables, Transport",,Renewables,,In force,2012.0,,,Unknown,Mitigation,http://transportpolicy.net/index.php?title=US:_Fuels:_Biofuel_tax_credits,,,USA, Mitigation,0,
211000276,USA,Biofuel tax credits United States of America (2004),Biofuel tax credits,Country,,United States of America,,,Tax relief,"Transport, Electricity and heat, Renewables",,Other low-carbon technologies and fuel switch,,In force,2004.0,,,Unknown,Mitigation,http://transportpolicy.net/index.php?title=US:_Fuels:_Biofuel_tax_credits,,,USA, Mitigation,0,
211000278,GBR,Biofuels Duty Incentive United Kingdom (2002),Biofuels Duty Incentive,Country,,United Kingdom,,,Tax relief,Transport,,Renewables,,In force,2002.0,,,Unknown,Mitigation,http://www.defra.gov.uk,,,GBR, Mitigation,0,
211000280,ZAF,Biofuels Industrial Strategy South Africa (2007),Biofuels Industrial Strategy,Country,,South Africa,,,"Tax relief, Renewable energy target",Transport,"This document presents the proposed South African Biofuels Industrial Strategy and outlines
Government’s approach to policy, regulations and incentives. This is a refinement of the draft Strategy approved by Cabinet for public comments in December 2006.
A significant change to the draft Strategy is to adopt a short term focus (5 year pilot) to achieve a 2% penetration level of biofuels in the national liquid fuel supply, or 400 million litres pa. The target has been revised down from the 4.5% target that was initially proposed in the draft Strategy document.",Renewables,,In force,2007.0,,,High,Mitigation,"http://www.energy.gov.za/files/esources/petroleum/petroleum_bio.html
http://www.energy.gov.za/files/esources/petroleum/Biofuels.pdf","
          
  
    Name
              GHG emissions reduction (%)
          

  
    Base year
              0
          

  
    Target year
              2030
          

  
    Value
              50.00
          

      -------
          
  
    Name
              Energy efficiency improvement target (%)
          

  
    Target year
              2020
          
New coal power plant efficiency standards (%)
  
    Value
              41.00
          

      ",,ZAF,"This document presents the proposed South African Biofuels Industrial Strategy and outlines
Government’s approach to policy, regulations and incentives. This is a refinement of the draft Strategy approved by Cabinet for public comments in December 2006.
A significant change to the draft Strategy is to adopt a short term focus (5 year pilot) to achieve a 2% penetration level of biofuels in the national liquid fuel supply, or 400 million litres pa. The target has been revised down from the 4.5% target that was initially proposed in the draft Strategy document. Mitigation",0,
211000281,FRA,Biofuels Initiative France (2004),Biofuels Initiative,Country,,France,,,"Policy support, Renewable energy target",Transport,,Renewables,,In force,2004.0,,,Unknown,Mitigation,https://www.iisd.org/gsi/sites/default/files/bf_costeffectiveness_france.pdf,,"<time datetime=""2023-02-07T12:00:00Z"">07/02/2023</time>
",FRA, Mitigation,0,
211000284,DEU,Biofuels Quota Act Germany (2010),Biofuels Quota Act,Country,,Germany,,,"Vehicle fuel-economy and emissions standards, Renewable energy target",Transport,,Renewables,,In force,2010.0,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/biofuel-quota-act-biokraftqug/,,,DEU, Mitigation,0,
